"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.515964740E-1	-4.235295951E-1	1.036092162E0	1.002114105E1	1.008345835E1
2.527923080E-1	-4.115654826E-1	1.028913736E0	1.001635551E1	1.007747128E1
2.539881930E-1	-4.067798555E-1	1.016949654E0	1.000917721E1	1.006892670E1
2.551840780E-1	-3.996013701E-1	1.004985452E0	9.992427826E0	1.005078558E1
2.563799640E-1	-3.900300860E-1	1.000199914E0	9.973284721E0	1.003089884E1
2.575757970E-1	-3.876372576E-1	1.002592683E0	9.949356079E0	1.000725442E1
2.587716830E-1	-3.876372576E-1	1.004985452E0	9.932606697E0	9.990842517E0
2.599675680E-1	-3.804588020E-1	1.004985452E0	9.918250084E0	9.976293369E0
2.611634010E-1	-3.756731451E-1	1.004985452E0	9.906285286E0	9.964216690E0
2.623592870E-1	-3.661018610E-1	1.016949654E0	9.889535904E0	9.948423873E0
2.635551720E-1	-3.613162339E-1	1.019342422E0	9.865608215E0	9.924708250E0
2.647510580E-1	-3.637090325E-1	1.012163997E0	9.846465111E0	9.905030812E0
2.659468910E-1	-3.613162339E-1	1.004985452E0	9.832108498E0	9.889939468E0
2.671427760E-1	-3.565305769E-1	9.954141974E-1	9.815358162E0	9.872143603E0
2.683386620E-1	-3.589234054E-1	9.978070259E-1	9.801001549E0	9.858198427E0
2.695345470E-1	-3.565305769E-1	1.009771109E0	9.784252167E0	9.842679625E0
2.707303800E-1	-3.493520916E-1	1.016949654E0	9.765109062E0	9.824132963E0
2.719262660E-1	-3.421736360E-1	1.016949654E0	9.738788605E0	9.797717738E0
2.731221510E-1	-3.254238665E-1	1.019342422E0	9.707681656E0	9.766475454E0
2.743179850E-1	-3.086741269E-1	1.019342422E0	9.686145782E0	9.744524555E0
2.755138700E-1	-3.182454109E-1	1.019342422E0	9.664610863E0	9.723427495E0
2.767097550E-1	-3.134597540E-1	1.019342422E0	9.635896683E0	9.694731604E0
2.779056410E-1	-2.991028428E-1	1.019342422E0	9.614361763E0	9.672873079E0
2.791014740E-1	-2.991028428E-1	1.014556766E0	9.590433121E0	9.648585149E0
2.802973600E-1	-3.038884699E-1	1.007378340E0	9.573683739E0	9.631333223E0
2.814932450E-1	-3.038884699E-1	9.954141974E-1	9.561718941E0	9.618194567E0
2.826891300E-1	-3.134597540E-1	9.834501147E-1	9.549755096E0	9.605376283E0
2.838849640E-1	-3.230310678E-1	9.858429432E-1	9.535398483E0	9.591666154E0
2.850808490E-1	-3.182454109E-1	9.858429432E-1	9.516255379E0	9.572475275E0
2.862767350E-1	-3.110669553E-1	9.906286001E-1	9.513862610E0	9.570354718E0
2.874725680E-1	-3.014956415E-1	9.954141974E-1	9.504291534E0	9.561030625E0
2.886684530E-1	-2.943171859E-1	9.858429432E-1	9.477970123E0	9.533647076E0
2.898643390E-1	-2.895315289E-1	9.786644578E-1	9.456435204E0	9.511350030E0
2.910602240E-1	-2.919243574E-1	9.762716293E-1	9.442078590E0	9.496903402E0
2.922560580E-1	-2.991028428E-1	9.786644578E-1	9.425328255E0	9.480720402E0
2.934519430E-1	-2.895315289E-1	9.954141974E-1	9.420542717E0	9.477410143E0
2.946478280E-1	-2.727817893E-1	1.009771109E0	9.415757179E0	9.473675678E0
2.958436620E-1	-2.608176768E-1	1.021735311E0	9.396614075E0	9.455597547E0
2.970395470E-1	-2.560320199E-1	1.033699393E0	9.382257462E0	9.442501888E0
2.982354330E-1	-2.560320199E-1	1.040877819E0	9.377471924E0	9.438535835E0
2.994313180E-1	-2.464607358E-1	1.043270707E0	9.377471924E0	9.438545245E0
3.006271510E-1	-2.297109663E-1	1.040877819E0	9.372686386E0	9.433103617E0
3.018230370E-1	-2.225325108E-1	1.045663476E0	9.358329773E0	9.419196832E0
3.030189220E-1	-1.986042857E-1	1.052842021E0	9.351150513E0	9.412328930E0
3.042148080E-1	-1.722832322E-1	1.052842021E0	9.351150513E0	9.411810333E0
3.054106410E-1	-1.603191197E-1	1.057627559E0	9.355937004E0	9.416890968E0
3.066065260E-1	-1.483550072E-1	1.062413216E0	9.363115311E0	9.424365197E0
3.078024120E-1	-1.459621787E-1	1.062413216E0	9.372686386E0	9.433836806E0
3.089982450E-1	-1.459621787E-1	1.071984529E0	9.370293617E0	9.432542513E0
3.101941300E-1	-1.387837082E-1	1.083948612E0	9.370293617E0	9.433801354E0
3.113900160E-1	-1.292124242E-1	1.081555843E0	9.379864693E0	9.442897889E0
3.125859010E-1	-1.172483116E-1	1.083948612E0	9.403793335E0	9.466785138E0
3.137817350E-1	-1.100698411E-1	1.086341500E0	9.430113792E0	9.493118527E0
3.149776200E-1	-1.076770201E-1	1.076770186E0	9.442078590E0	9.503887441E0
3.161735050E-1	-1.028913707E-1	1.069591761E0	9.449256897E0	9.510156101E0
3.173693390E-1	-9.092725813E-2	1.076770186E0	9.473184586E0	9.534617349E0
3.185652240E-1	-7.417750359E-2	1.081555843E0	9.497113228E0	9.558787842E0
3.197611100E-1	-5.503492057E-2	1.071984529E0	9.521040916E0	9.581356888E0
3.209569950E-1	-4.785645381E-2	1.069591761E0	9.544969559E0	9.604830069E0
3.221528280E-1	-4.307080805E-2	1.091127157E0	9.554540634E0	9.616738548E0
3.233487140E-1	-2.392822690E-2	1.103091240E0	9.561718941E0	9.625167632E0
3.245445990E-1	-1.674975827E-2	1.107876897E0	9.566504478E0	9.630455841E0
3.257404850E-1	-1.674975827E-2	1.112662554E0	9.566504478E0	9.631007551E0
3.269363180E-1	-1.914258115E-2	1.117448211E0	9.554540634E0	9.619683138E0
3.281322030E-1	-2.153540403E-2	1.122233868E0	9.542576790E0	9.608363254E0
3.293280890E-1	-1.196411345E-2	1.124626637E0	9.535398483E0	9.601497406E0
3.305239220E-1	-9.571290575E-3	1.127019525E0	9.530612946E0	9.597022858E0
3.317198080E-1	-1.435693540E-2	1.124626637E0	9.535398483E0	9.601500686E0
3.329156930E-1	-1.435693540E-2	1.119840980E0	9.549755096E0	9.615200068E0
3.341115780E-1	-7.178467698E-3	1.122233868E0	9.556933403E0	9.622600296E0
3.353074120E-1	-9.571290575E-3	1.119840980E0	9.568898201E0	9.634207192E0
3.365032970E-1	-2.153540403E-2	1.105484009E0	9.583254814E0	9.646830127E0
